"Plot Title: APIS01_20548905_2021_temp"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20548905, SEN S/N: 20548905, LBL: APIS01)","Bad Battery (LGR S/N: 20548905)","Coupler Attached (LGR S/N: 20548905)","Host Connected (LGR S/N: 20548905)","Stopped (LGR S/N: 20548905)","End Of File (LGR S/N: 20548905)"
1911,06/02/21 07:00:00,52.050,,,,,
1912,06/02/21 08:00:00,53.623,,,,,
1913,06/02/21 09:00:00,57.785,,,,,
1914,06/02/21 10:00:00,61.054,,,,,
1915,06/02/21 11:00:00,59.680,,,,,
1916,06/02/21 12:00:00,63.797,,,,,
1917,06/02/21 13:00:00,78.975,,,,,
1918,06/02/21 14:00:00,71.512,,,,,
1919,06/02/21 15:00:00,69.793,,,,,
1920,06/02/21 16:00:00,71.339,,,,,
1921,06/02/21 17:00:00,65.851,,,,,
1922,06/02/21 18:00:00,67.735,,,,,
1923,06/02/21 19:00:00,66.366,,,,,
1924,06/02/21 20:00:00,68.421,,,,,
1925,06/02/21 21:00:00,55.537,,,,,
1926,06/02/21 22:00:00,53.274,,,,,
1927,06/02/21 23:00:00,52.050,,,,,
1928,06/03/21 00:00:00,50.995,,,,,
1929,06/03/21 01:00:00,51.523,,,,,
1930,06/03/21 02:00:00,50.995,,,,,
1931,06/03/21 03:00:00,50.819,,,,,
1932,06/03/21 04:00:00,50.113,,,,,
1933,06/03/21 05:00:00,49.050,,,,,
1934,06/03/21 06:00:00,50.113,,,,,
1935,06/03/21 07:00:00,53.274,,,,,
1936,06/03/21 08:00:00,56.230,,,,,
1937,06/03/21 09:00:00,59.337,,,,,
1938,06/03/21 10:00:00,60.368,,,,,
1939,06/03/21 11:00:00,59.164,,,,,
1940,06/03/21 12:00:00,62.769,,,,,
1941,06/03/21 13:00:00,68.077,,,,,
1942,06/03/21 14:00:00,72.372,,,,,
1943,06/03/21 15:00:00,65.167,,,,,
1944,06/03/21 16:00:00,63.797,,,,,
1945,06/03/21 17:00:00,71.168,,,,,
1946,06/03/21 18:00:00,85.014,,,,,
1947,06/03/21 19:00:00,87.368,,,,,
1948,06/03/21 20:00:00,82.330,,,,,
1949,06/03/21 21:00:00,66.366,,,,,
1950,06/03/21 22:00:00,59.851,,,,,
1951,06/03/21 23:00:00,56.057,,,,,
1952,06/04/21 00:00:00,56.923,,,,,
1953,06/04/21 01:00:00,57.614,,,,,
1954,06/04/21 02:00:00,55.537,,,,,
1955,06/04/21 03:00:00,54.147,,,,,
1956,06/04/21 04:00:00,53.798,,,,,
1957,06/04/21 05:00:00,52.925,,,,,
1958,06/04/21 06:00:00,53.449,,,,,
1959,06/04/21 07:00:00,54.322,,,,,
1960,06/04/21 08:00:00,55.537,,,,,
1961,06/04/21 09:00:00,56.750,,,,,
1962,06/04/21 10:00:00,56.750,,,,,
1963,06/04/21 11:00:00,58.820,,,,,
1964,06/04/21 12:00:00,62.425,,,,,
1965,06/04/21 13:00:00,66.537,,,,,
1966,06/04/21 14:00:00,68.421,,,,,
1967,06/04/21 15:00:00,73.234,,,,,
1968,06/04/21 16:00:00,78.098,,,,,
1969,06/04/21 17:00:00,86.097,,,,,
1970,06/04/21 18:00:00,100.083,,,,,
1971,06/04/21 19:00:00,98.307,,,,,
1972,06/04/21 20:00:00,86.641,,,,,
1973,06/04/21 21:00:00,81.975,,,,,
1974,06/04/21 22:00:00,78.624,,,,,
1975,06/04/21 23:00:00,81.442,,,,,
1976,06/05/21 00:00:00,83.399,,,,,
1977,06/05/21 01:00:00,84.834,,,,,
1978,06/05/21 02:00:00,75.312,,,,,
1979,06/05/21 03:00:00,76.703,,,,,
1980,06/05/21 04:00:00,73.407,,,,,
1981,06/05/21 05:00:00,73.062,,,,,
1982,06/05/21 06:00:00,68.077,,,,,
1983,06/05/21 07:00:00,66.537,,,,,
1984,06/05/21 08:00:00,66.193,,,,,
1985,06/05/21 09:00:00,75.659,,,,,
1986,06/05/21 10:00:00,78.624,,,,,
1987,06/05/21 11:00:00,78.975,,,,,
1988,06/05/21 12:00:00,80.911,,,,,
1989,06/05/21 13:00:00,83.221,,,,,
1990,06/05/21 14:00:00,76.181,,,,,
1991,06/05/21 15:00:00,71.856,,,,,
1992,06/05/21 16:00:00,80.559,,,,,
1993,06/05/21 17:00:00,69.278,,,,,
1994,06/05/21 18:00:00,64.481,,,,,
1995,06/05/21 19:00:00,61.054,,,,,
1996,06/05/21 20:00:00,63.455,,,,,
1997,06/05/21 21:00:00,58.993,,,,,
1998,06/05/21 22:00:00,57.614,,,,,
1999,06/05/21 23:00:00,55.537,,,,,
2000,06/06/21 00:00:00,54.322,,,,,
2001,06/06/21 01:00:00,53.623,,,,,
2002,06/06/21 02:00:00,53.274,,,,,
2003,06/06/21 03:00:00,53.449,,,,,
2004,06/06/21 04:00:00,53.973,,,,,
2005,06/06/21 05:00:00,53.798,,,,,
2006,06/06/21 06:00:00,52.750,,,,,
2007,06/06/21 07:00:00,53.449,,,,,
2008,06/06/21 08:00:00,54.147,,,,,
2009,06/06/21 09:00:00,58.131,,,,,
2010,06/06/21 10:00:00,57.958,,,,,
2011,06/06/21 11:00:00,60.883,,,,,
2012,06/06/21 12:00:00,70.995,,,,,
2013,06/06/21 13:00:00,91.053,,,,,
2014,06/06/21 14:00:00,75.484,,,,,
2015,06/06/21 15:00:00,96.361,,,,,
2016,06/06/21 16:00:00,97.331,,,,,
2017,06/06/21 17:00:00,90.495,,,,,
2018,06/06/21 18:00:00,93.873,,,,,
2019,06/06/21 19:00:00,95.783,,,,,
2020,06/06/21 20:00:00,92.363,,,,,
2021,06/06/21 21:00:00,78.274,,,,,
2022,06/06/21 22:00:00,77.050,,,,,
2023,06/06/21 23:00:00,76.703,,,,,
2024,06/07/21 00:00:00,78.274,,,,,
2025,06/07/21 01:00:00,73.926,,,,,
2026,06/07/21 02:00:00,70.137,,,,,
2027,06/07/21 03:00:00,70.995,,,,,
2028,06/07/21 04:00:00,72.199,,,,,
2029,06/07/21 05:00:00,66.193,,,,,
2030,06/07/21 06:00:00,63.626,,,,,
2031,06/07/21 07:00:00,65.680,,,,,
2032,06/07/21 08:00:00,67.906,,,,,
2033,06/07/21 09:00:00,68.592,,,,,
2034,06/07/21 10:00:00,69.449,,,,,
2035,06/07/21 11:00:00,70.995,,,,,
2036,06/07/21 12:00:00,72.891,,,,,
2037,06/07/21 13:00:00,76.703,,,,,
2038,06/07/21 14:00:00,83.399,,,,,
2039,06/07/21 15:00:00,95.207,,,,,
2040,06/07/21 16:00:00,98.110,,,,,
2041,06/07/21 17:00:00,95.590,,,,,
2042,06/07/21 18:00:00,86.277,,,,,
2043,06/07/21 19:00:00,96.555,,,,,
2044,06/07/21 20:00:00,91.053,,,,,
2045,06/07/21 21:00:00,74.098,,,,,
2046,06/07/21 22:00:00,68.934,,,,,
2047,06/07/21 23:00:00,68.077,,,,,
2048,06/08/21 00:00:00,67.906,,,,,
2049,06/08/21 01:00:00,60.883,,,,,
2050,06/08/21 02:00:00,58.131,,,,,
2051,06/08/21 03:00:00,60.024,,,,,
2052,06/08/21 04:00:00,59.680,,,,,
2053,06/08/21 05:00:00,58.476,,,,,
2054,06/08/21 06:00:00,59.680,,,,,
2055,06/08/21 07:00:00,61.569,,,,,
2056,06/08/21 08:00:00,66.022,,,,,
2057,06/08/21 09:00:00,72.028,,,,,
2058,06/08/21 10:00:00,77.574,,,,,
2059,06/08/21 11:00:00,81.797,,,,,
2060,06/08/21 12:00:00,65.851,,,,,
2061,06/08/21 13:00:00,67.906,,,,,
2062,06/08/21 14:00:00,70.137,,,,,
2063,06/08/21 15:00:00,77.574,,,,,
2064,06/08/21 16:00:00,75.659,,,,,
2065,06/08/21 17:00:00,80.911,,,,,
2066,06/08/21 18:00:00,82.864,,,,,
2067,06/08/21 19:00:00,89.938,,,,,
2068,06/08/21 20:00:00,81.797,,,,,
2069,06/08/21 21:00:00,70.308,,,,,
2070,06/08/21 22:00:00,64.139,,,,,
2071,06/08/21 23:00:00,58.820,,,,,
2072,06/09/21 00:00:00,56.750,,,,,
2073,06/09/21 01:00:00,56.404,,,,,
2074,06/09/21 02:00:00,55.711,,,,,
2075,06/09/21 03:00:00,55.017,,,,,
2076,06/09/21 04:00:00,54.147,,,,,
2077,06/09/21 05:00:00,53.798,,,,,
2078,06/09/21 06:00:00,54.147,,,,,
2079,06/09/21 07:00:00,55.364,,,,,
2080,06/09/21 08:00:00,57.441,,,,,
2081,06/09/21 09:00:00,60.195,,,,,
2082,06/09/21 10:00:00,61.398,,,,,
2083,06/09/21 11:00:00,64.996,,,,,
2084,06/09/21 12:00:00,67.735,,,,,
2085,06/09/21 13:00:00,69.278,,,,,
2086,06/09/21 14:00:00,68.421,,,,,
2087,06/09/21 15:00:00,70.824,,,,,
2088,06/09/21 16:00:00,65.851,,,,,
2089,06/09/21 17:00:00,68.592,,,,,
2090,06/09/21 18:00:00,66.366,,,,,
2091,06/09/21 19:00:00,63.626,,,,,
2092,06/09/21 20:00:00,65.167,,,,,
2093,06/09/21 21:00:00,56.057,,,,,
2094,06/09/21 22:00:00,55.017,,,,,
2095,06/09/21 23:00:00,53.623,,,,,
2096,06/10/21 00:00:00,53.798,,,,,
2097,06/10/21 01:00:00,53.449,,,,,
2098,06/10/21 02:00:00,53.798,,,,,
2099,06/10/21 03:00:00,52.750,,,,,
2100,06/10/21 04:00:00,54.842,,,,,
2101,06/10/21 05:00:00,56.577,,,,,
2102,06/10/21 06:00:00,56.404,,,,,
2103,06/10/21 07:00:00,55.537,,,,,
2104,06/10/21 08:00:00,55.884,,,,,
2105,06/10/21 09:00:00,56.750,,,,,
2106,06/10/21 10:00:00,59.164,,,,,
2107,06/10/21 11:00:00,61.912,,,,,
2108,06/10/21 12:00:00,61.227,,,,,
2109,06/10/21 13:00:00,61.569,,,,,
2110,06/10/21 14:00:00,66.879,,,,,
2111,06/10/21 15:00:00,66.879,,,,,
2112,06/10/21 16:00:00,67.221,,,,,
2113,06/10/21 17:00:00,70.308,,,,,
2114,06/10/21 18:00:00,74.619,,,,,
2115,06/10/21 19:00:00,81.442,,,,,
2116,06/10/21 20:00:00,64.996,,,,,
2117,06/10/21 21:00:00,57.268,,,,,
2118,06/10/21 22:00:00,56.057,,,,,
2119,06/10/21 23:00:00,54.842,,,,,
2120,06/11/21 00:00:00,53.973,,,,,
2121,06/11/21 01:00:00,53.274,,,,,
2122,06/11/21 02:00:00,53.449,,,,,
2123,06/11/21 03:00:00,53.274,,,,,
2124,06/11/21 04:00:00,53.274,,,,,
2125,06/11/21 05:00:00,53.100,,,,,
2126,06/11/21 06:00:00,50.819,,,,,
2127,06/11/21 07:00:00,51.523,,,,,
2128,06/11/21 08:00:00,51.699,,,,,
2129,06/11/21 09:00:00,52.750,,,,,
2130,06/11/21 10:00:00,51.346,,,,,
2131,06/11/21 11:00:00,56.404,,,,,
2132,06/11/21 12:00:00,53.623,,,,,
2133,06/11/21 13:00:00,54.322,,,,,
2134,06/11/21 14:00:00,58.131,,,,,
2135,06/11/21 15:00:00,62.940,,,,,
2136,06/11/21 16:00:00,55.189,,,,,
2137,06/11/21 17:00:00,52.050,,,,,
2138,06/11/21 18:00:00,49.937,,,,,
2139,06/11/21 19:00:00,48.339,,,,,
2140,06/11/21 20:00:00,48.517,,,,,
2141,06/11/21 21:00:00,47.982,,,,,
2142,06/11/21 22:00:00,49.050,,,,,
2143,06/11/21 23:00:00,49.937,,,,,
2144,06/12/21 00:00:00,48.871,,,,,
2145,06/12/21 01:00:00,49.759,,,,,
2146,06/12/21 02:00:00,50.290,,,,,
2147,06/12/21 03:00:00,50.819,,,,,
2148,06/12/21 04:00:00,51.523,,,,,
2149,06/12/21 05:00:00,52.225,,,,,
2150,06/12/21 06:00:00,52.750,,,,,
2151,06/12/21 07:00:00,54.322,,,,,
2152,06/12/21 08:00:00,57.441,,,,,
2153,06/12/21 09:00:00,62.940,,,,,
2154,06/12/21 10:00:00,70.308,,,,,
2155,06/12/21 11:00:00,73.753,,,,,
2156,06/12/21 12:00:00,75.484,,,,,
2157,06/12/21 13:00:00,76.876,,,,,
2158,06/12/21 14:00:00,79.502,,,,,
2159,06/12/21 15:00:00,82.864,,,,,
2160,06/12/21 16:00:00,82.686,,,,,
2161,06/12/21 17:00:00,81.442,,,,,
2162,06/12/21 18:00:00,85.554,,,,,
2163,06/12/21 19:00:00,84.474,,,,,
2164,06/12/21 20:00:00,79.678,,,,,
2165,06/12/21 21:00:00,71.512,,,,,
2166,06/12/21 22:00:00,63.282,,,,,
2167,06/12/21 23:00:00,58.993,,,,,
2168,06/13/21 00:00:00,56.750,,,,,
2169,06/13/21 01:00:00,55.364,,,,,
2170,06/13/21 02:00:00,54.147,,,,,
2171,06/13/21 03:00:00,52.925,,,,,
2172,06/13/21 04:00:00,52.050,,,,,
2173,06/13/21 05:00:00,51.172,,,,,
2174,06/13/21 06:00:00,51.172,,,,,
2175,06/13/21 07:00:00,53.449,,,,,
2176,06/13/21 08:00:00,58.303,,,,,
2177,06/13/21 09:00:00,66.193,,,,,
2178,06/13/21 10:00:00,70.995,,,,,
2179,06/13/21 11:00:00,72.545,,,,,
2180,06/13/21 12:00:00,72.199,,,,,
2181,06/13/21 13:00:00,64.310,,,,,
2182,06/13/21 14:00:00,69.449,,,,,
2183,06/13/21 15:00:00,74.271,,,,,
2184,06/13/21 16:00:00,75.832,,,,,
2185,06/13/21 17:00:00,76.006,,,,,
2186,06/13/21 18:00:00,73.926,,,,,
2187,06/13/21 19:00:00,82.152,,,,,
2188,06/13/21 20:00:00,80.382,,,,,
2189,06/13/21 21:00:00,58.647,,,,,
2190,06/13/21 22:00:00,55.884,,,,,
2191,06/13/21 23:00:00,54.147,,,,,
2192,06/14/21 00:00:00,52.925,,,,,
2193,06/14/21 01:00:00,52.576,,,,,
2194,06/14/21 02:00:00,52.225,,,,,
2195,06/14/21 03:00:00,51.874,,,,,
2196,06/14/21 04:00:00,51.874,,,,,
2197,06/14/21 05:00:00,51.172,,,,,
2198,06/14/21 06:00:00,52.050,,,,,
2199,06/14/21 07:00:00,53.973,,,,,
2200,06/14/21 08:00:00,61.741,,,,,
2201,06/14/21 09:00:00,65.680,,,,,
2202,06/14/21 10:00:00,68.421,,,,,
2203,06/14/21 11:00:00,70.137,,,,,
2204,06/14/21 12:00:00,72.545,,,,,
2205,06/14/21 13:00:00,66.879,,,,,
2206,06/14/21 14:00:00,72.199,,,,,
2207,06/14/21 15:00:00,70.308,,,,,
2208,06/14/21 16:00:00,75.139,,,,,
2209,06/14/21 17:00:00,74.098,,,,,
2210,06/14/21 18:00:00,80.029,,,,,
2211,06/14/21 19:00:00,82.152,,,,,
2212,06/14/21 20:00:00,79.326,,,,,
2213,06/14/21 21:00:00,66.879,,,,,
2214,06/14/21 22:00:00,59.508,,,,,
2215,06/14/21 23:00:00,56.923,,,,,
2216,06/15/21 00:00:00,55.537,,,,,
2217,06/15/21 01:00:00,54.322,,,,,
2218,06/15/21 02:00:00,52.576,,,,,
2219,06/15/21 03:00:00,51.172,,,,,
2220,06/15/21 04:00:00,50.466,,,,,
2221,06/15/21 05:00:00,50.466,,,,,
2222,06/15/21 06:00:00,50.113,,,,,
2223,06/15/21 07:00:00,51.346,,,,,
2224,06/15/21 08:00:00,54.669,,,,,
2225,06/15/21 09:00:00,56.750,,,,,
2226,06/15/21 10:00:00,58.303,,,,,
2227,06/15/21 11:00:00,60.539,,,,,
2228,06/15/21 12:00:00,63.968,,,,,
2229,06/15/21 13:00:00,67.221,,,,,
2230,06/15/21 14:00:00,69.622,,,,,
2231,06/15/21 15:00:00,73.926,,,,,
2232,06/15/21 16:00:00,72.545,,,,,
2233,06/15/21 17:00:00,85.554,,,,,
2234,06/15/21 18:00:00,81.442,,,,,
2235,06/15/21 19:00:00,85.735,,,,,
2236,06/15/21 20:00:00,83.221,,,,,
2237,06/15/21 21:00:00,66.708,,,,,
2238,06/15/21 22:00:00,57.785,,,,,
2239,06/15/21 23:00:00,54.669,,,,,
2240,06/16/21 00:00:00,52.050,,,,,
2241,06/16/21 01:00:00,50.113,,,,,
2242,06/16/21 02:00:00,48.160,,,,,
2243,06/16/21 03:00:00,46.728,,,,,
2244,06/16/21 04:00:00,46.008,,,,,
2245,06/16/21 05:00:00,44.922,,,,,
2246,06/16/21 06:00:00,44.742,,,,,
2247,06/16/21 07:00:00,47.802,,,,,
2248,06/16/21 08:00:00,52.225,,,,,
2249,06/16/21 09:00:00,55.537,,,,,
2250,06/16/21 10:00:00,57.958,,,,,
2251,06/16/21 11:00:00,60.883,,,,,
2252,06/16/21 12:00:00,61.741,,,,,
2253,06/16/21 13:00:00,65.680,,,,,
2254,06/16/21 14:00:00,65.851,,,,,
2255,06/16/21 15:00:00,69.107,,,,,
2256,06/16/21 16:00:00,71.856,,,,,
2257,06/16/21 17:00:00,87.915,,,,,
2258,06/16/21 18:00:00,88.282,,,,,
2259,06/16/21 19:00:00,84.115,,,,,
2260,06/16/21 20:00:00,83.043,,,,,
2261,06/16/21 21:00:00,62.940,,,,,
2262,06/16/21 22:00:00,57.096,,,,,
2263,06/16/21 23:00:00,57.785,,,,,
2264,06/17/21 00:00:00,58.476,,,,,
2265,06/17/21 01:00:00,66.537,,,,,
2266,06/17/21 02:00:00,57.785,,,,,
2267,06/17/21 03:00:00,56.230,,,,,
2268,06/17/21 04:00:00,55.711,,,,,
2269,06/17/21 05:00:00,55.711,,,,,
2270,06/17/21 06:00:00,57.096,,,,,
2271,06/17/21 07:00:00,59.508,,,,,
2272,06/17/21 08:00:00,59.851,,,,,
2273,06/17/21 09:00:00,61.054,,,,,
2274,06/17/21 10:00:00,70.137,,,,,
2275,06/17/21 11:00:00,77.400,,,,,
2276,06/17/21 12:00:00,78.098,,,,,
2277,06/17/21 13:00:00,83.935,,,,,
2278,06/17/21 14:00:00,82.508,,,,,
2279,06/17/21 15:00:00,89.384,,,,,
2280,06/17/21 16:00:00,86.823,,,,,
2281,06/17/21 17:00:00,89.938,,,,,
2282,06/17/21 18:00:00,80.029,,,,,
2283,06/17/21 19:00:00,80.382,,,,,
2284,06/17/21 20:00:00,78.975,,,,,
2285,06/17/21 21:00:00,74.619,,,,,
2286,06/17/21 22:00:00,68.934,,,,,
2287,06/17/21 23:00:00,65.509,,,,,
2288,06/18/21 00:00:00,62.940,,,,,
2289,06/18/21 01:00:00,62.083,,,,,
2290,06/18/21 02:00:00,62.769,,,,,
2291,06/18/21 03:00:00,65.338,,,,,
2292,06/18/21 04:00:00,64.996,,,,,
2293,06/18/21 05:00:00,65.509,,,,,
2294,06/18/21 06:00:00,63.455,,,,,
2295,06/18/21 07:00:00,65.167,,,,,
2296,06/18/21 08:00:00,66.879,,,,,
2297,06/18/21 09:00:00,71.168,,,,,
2298,06/18/21 10:00:00,75.312,,,,,
2299,06/18/21 11:00:00,78.624,,,,,
2300,06/18/21 12:00:00,80.559,,,,,
2301,06/18/21 13:00:00,81.442,,,,,
2302,06/18/21 14:00:00,81.442,,,,,
2303,06/18/21 15:00:00,83.579,,,,,
2304,06/18/21 16:00:00,82.864,,,,,
2305,06/18/21 17:00:00,81.442,,,,,
2306,06/18/21 18:00:00,78.624,,,,,
2307,06/18/21 19:00:00,78.624,,,,,
2308,06/18/21 20:00:00,75.139,,,,,
2309,06/18/21 21:00:00,67.735,,,,,
2310,06/18/21 22:00:00,60.368,,,,,
2311,06/18/21 23:00:00,60.195,,,,,
2312,06/19/21 00:00:00,59.680,,,,,
2313,06/19/21 01:00:00,57.441,,,,,
2314,06/19/21 02:00:00,56.230,,,,,
2315,06/19/21 03:00:00,53.449,,,,,
2316,06/19/21 04:00:00,52.401,,,,,
2317,06/19/21 05:00:00,52.225,,,,,
2318,06/19/21 06:00:00,50.643,,,,,
2319,06/19/21 07:00:00,52.925,,,,,
2320,06/19/21 08:00:00,56.923,,,,,
2321,06/19/21 09:00:00,57.441,,,,,
2322,06/19/21 10:00:00,58.993,,,,,
2323,06/19/21 11:00:00,62.254,,,,,
2324,06/19/21 12:00:00,65.167,,,,,
2325,06/19/21 13:00:00,66.537,,,,,
2326,06/19/21 14:00:00,68.592,,,,,
2327,06/19/21 15:00:00,68.592,,,,,
2328,06/19/21 16:00:00,65.509,,,,,
2329,06/19/21 17:00:00,70.480,,,,,
2330,06/19/21 18:00:00,70.824,,,,,
2331,06/19/21 19:00:00,70.824,,,,,
2332,06/19/21 20:00:00,72.545,,,,,
2333,06/19/21 21:00:00,60.883,,,,,
2334,06/19/21 22:00:00,56.750,,,,,
2335,06/19/21 23:00:00,54.147,,,,,
2336,06/20/21 00:00:00,52.401,,,,,
2337,06/20/21 01:00:00,51.172,,,,,
2338,06/20/21 02:00:00,49.582,,,,,
2339,06/20/21 03:00:00,49.937,,,,,
2340,06/20/21 04:00:00,49.050,,,,,
2341,06/20/21 05:00:00,48.871,,,,,
2342,06/20/21 06:00:00,49.404,,,,,
2343,06/20/21 07:00:00,53.274,,,,,
2344,06/20/21 08:00:00,57.096,,,,,
2345,06/20/21 09:00:00,57.441,,,,,
2346,06/20/21 10:00:00,56.577,,,,,
2347,06/20/21 11:00:00,59.680,,,,,
2348,06/20/21 12:00:00,60.539,,,,,
2349,06/20/21 13:00:00,62.425,,,,,
2350,06/20/21 14:00:00,61.227,,,,,
2351,06/20/21 15:00:00,60.883,,,,,
2352,06/20/21 16:00:00,60.024,,,,,
2353,06/20/21 17:00:00,60.195,,,,,
2354,06/20/21 18:00:00,60.195,,,,,
2355,06/20/21 19:00:00,59.508,,,,,
2356,06/20/21 20:00:00,58.993,,,,,
2357,06/20/21 21:00:00,57.441,,,,,
2358,06/20/21 22:00:00,57.268,,,,,
2359,06/20/21 23:00:00,57.614,,,,,
2360,06/21/21 00:00:00,57.614,,,,,
2361,06/21/21 01:00:00,56.577,,,,,
2362,06/21/21 02:00:00,56.923,,,,,
2363,06/21/21 03:00:00,55.711,,,,,
2364,06/21/21 04:00:00,54.147,,,,,
2365,06/21/21 05:00:00,53.623,,,,,
2366,06/21/21 06:00:00,52.401,,,,,
2367,06/21/21 07:00:00,50.995,,,,,
2368,06/21/21 08:00:00,50.819,,,,,
2369,06/21/21 09:00:00,51.874,,,,,
2370,06/21/21 10:00:00,54.322,,,,,
2371,06/21/21 11:00:00,57.441,,,,,
2372,06/21/21 12:00:00,59.164,,,,,
2373,06/21/21 13:00:00,60.539,,,,,
2374,06/21/21 14:00:00,60.195,,,,,
2375,06/21/21 15:00:00,63.282,,,,,
2376,06/21/21 16:00:00,61.741,,,,,
2377,06/21/21 17:00:00,60.024,,,,,
2378,06/21/21 18:00:00,59.680,,,,,
2379,06/21/21 19:00:00,60.712,,,,,
2380,06/21/21 20:00:00,58.993,,,,,
2381,06/21/21 21:00:00,58.131,,,,,
2382,06/21/21 22:00:00,56.750,,,,,
2383,06/21/21 23:00:00,57.096,,,,,
2384,06/22/21 00:00:00,55.017,,,,,
2385,06/22/21 01:00:00,53.623,,,,,
2386,06/22/21 02:00:00,51.874,,,,,
2387,06/22/21 03:00:00,51.172,,,,,
2388,06/22/21 04:00:00,50.290,,,,,
2389,06/22/21 05:00:00,48.160,,,,,
2390,06/22/21 06:00:00,46.548,,,,,
2391,06/22/21 07:00:00,47.624,,,,,
2392,06/22/21 08:00:00,54.322,,,,,
2393,06/22/21 09:00:00,58.131,,,,,
2394,06/22/21 10:00:00,59.680,,,,,
2395,06/22/21 11:00:00,62.940,,,,,
2396,06/22/21 12:00:00,65.851,,,,,
2397,06/22/21 13:00:00,67.735,,,,,
2398,06/22/21 14:00:00,66.879,,,,,
2399,06/22/21 15:00:00,67.735,,,,,
2400,06/22/21 16:00:00,66.708,,,,,
2401,06/22/21 17:00:00,75.832,,,,,
2402,06/22/21 18:00:00,76.876,,,,,
2403,06/22/21 19:00:00,68.421,,,,,
2404,06/22/21 20:00:00,78.800,,,,,
2405,06/22/21 21:00:00,62.425,,,,,
2406,06/22/21 22:00:00,56.577,,,,,
2407,06/22/21 23:00:00,56.577,,,,,
2408,06/23/21 00:00:00,56.750,,,,,
2409,06/23/21 01:00:00,57.785,,,,,
2410,06/23/21 02:00:00,58.476,,,,,
2411,06/23/21 03:00:00,58.303,,,,,
2412,06/23/21 04:00:00,58.303,,,,,
2413,06/23/21 05:00:00,57.785,,,,,
2414,06/23/21 06:00:00,58.820,,,,,
2415,06/23/21 07:00:00,59.851,,,,,
2416,06/23/21 08:00:00,61.741,,,,,
2417,06/23/21 09:00:00,66.366,,,,,
2418,06/23/21 10:00:00,72.028,,,,,
2419,06/23/21 11:00:00,65.851,,,,,
2420,06/23/21 12:00:00,70.480,,,,,
2421,06/23/21 13:00:00,73.234,,,,,
2422,06/23/21 14:00:00,76.528,,,,,
2423,06/23/21 15:00:00,89.384,,,,,
2424,06/23/21 16:00:00,91.800,,,,,
2425,06/23/21 17:00:00,92.363,,,,,
2426,06/23/21 18:00:00,93.493,,,,,
2427,06/23/21 19:00:00,89.569,,,,,
2428,06/23/21 20:00:00,83.579,,,,,
2429,06/23/21 21:00:00,73.407,,,,,
2430,06/23/21 22:00:00,71.856,,,,,
2431,06/23/21 23:00:00,71.339,,,,,
2432,06/24/21 00:00:00,72.199,,,,,
2433,06/24/21 01:00:00,68.592,,,,,
2434,06/24/21 02:00:00,71.339,,,,,
2435,06/24/21 03:00:00,63.797,,,,,
2436,06/24/21 04:00:00,64.310,,,,,
2437,06/24/21 05:00:00,64.310,,,,,
2438,06/24/21 06:00:00,64.652,,,,,
2439,06/24/21 07:00:00,64.481,,,,,
2440,06/24/21 08:00:00,65.509,,,,,
2441,06/24/21 09:00:00,63.282,,,,,
2442,06/24/21 10:00:00,64.481,,,,,
2443,06/24/21 11:00:00,65.851,,,,,
2444,06/24/21 12:00:00,71.512,,,,,
2445,06/24/21 13:00:00,74.791,,,,,
2446,06/24/21 14:00:00,76.528,,,,,
2447,06/24/21 15:00:00,80.382,,,,,
2448,06/24/21 16:00:00,82.508,,,,,
2449,06/24/21 17:00:00,90.495,,,,,
2450,06/24/21 18:00:00,78.800,,,,,
2451,06/24/21 19:00:00,81.621,,,,,
2452,06/24/21 20:00:00,86.823,,,,,
2453,06/24/21 21:00:00,70.137,,,,,
2454,06/24/21 22:00:00,63.282,,,,,
2455,06/24/21 23:00:00,60.368,,,,,
2456,06/25/21 00:00:00,58.820,,,,,
2457,06/25/21 01:00:00,57.441,,,,,
2458,06/25/21 02:00:00,56.404,,,,,
2459,06/25/21 03:00:00,55.017,,,,,
2460,06/25/21 04:00:00,54.147,,,,,
2461,06/25/21 05:00:00,53.274,,,,,
2462,06/25/21 06:00:00,53.449,,,,,
2463,06/25/21 07:00:00,55.364,,,,,
2464,06/25/21 08:00:00,62.254,,,,,
2465,06/25/21 09:00:00,66.022,,,,,
2466,06/25/21 10:00:00,66.879,,,,,
2467,06/25/21 11:00:00,67.050,,,,,
2468,06/25/21 12:00:00,70.137,,,,,
2469,06/25/21 13:00:00,70.308,,,,,
2470,06/25/21 14:00:00,70.308,,,,,
2471,06/25/21 15:00:00,74.271,,,,,
2472,06/25/21 16:00:00,78.449,,,,,
2473,06/25/21 17:00:00,79.502,,,,,
2474,06/25/21 18:00:00,76.528,,,,,
2475,06/25/21 19:00:00,80.911,,,,,
2476,06/25/21 20:00:00,69.964,,,,,
2477,06/25/21 21:00:00,66.708,,,,,
2478,06/25/21 22:00:00,63.111,,,,,
2479,06/25/21 23:00:00,61.741,,,,,
2480,06/26/21 00:00:00,60.024,,,,,
2481,06/26/21 01:00:00,58.131,,,,,
2482,06/26/21 02:00:00,57.441,,,,,
2483,06/26/21 03:00:00,57.268,,,,,
2484,06/26/21 04:00:00,56.750,,,,,
2485,06/26/21 05:00:00,55.537,,,,,
