"Plot Title: APIS02_20549198_2021_temp"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20549198, SEN S/N: 20549198)","Intensity, lum/ft² (LGR S/N: 20549198, SEN S/N: 20549198)","Bad Battery (LGR S/N: 20549198)","Good Battery (LGR S/N: 20549198)","Coupler Attached (LGR S/N: 20549198)","Host Connected (LGR S/N: 20549198)","Stopped (LGR S/N: 20549198)","End Of File (LGR S/N: 20549198)"
199,01/09/21 18:00:00,27.302,0.0,,,,,,
200,01/09/21 19:00:00,26.881,0.0,,,,,,
201,01/09/21 20:00:00,26.458,0.0,,,,,,
202,01/09/21 21:00:00,27.302,0.0,,,,,,
203,01/09/21 22:00:00,27.721,0.0,,,,,,
204,01/09/21 23:00:00,27.511,0.0,,,,,,
205,01/10/21 00:00:00,27.511,0.0,,,,,,
206,01/10/21 01:00:00,27.091,0.0,,,,,,
207,01/10/21 02:00:00,26.245,0.0,,,,,,
208,01/10/21 03:00:00,25.174,0.0,,,,,,
209,01/10/21 04:00:00,23.875,0.0,,,,,,
210,01/10/21 05:00:00,23.216,0.0,,,,,,
211,01/10/21 06:00:00,22.995,0.0,,,,,,
212,01/10/21 07:00:00,22.995,0.0,,,,,,
213,01/10/21 08:00:00,22.995,0.0,,,,,,
214,01/10/21 09:00:00,22.552,24.0,,,,,,
215,01/10/21 10:00:00,22.995,160.0,,,,,,
216,01/10/21 11:00:00,23.875,400.0,,,,,,
217,01/10/21 12:00:00,24.310,576.0,,,,,,
218,01/10/21 13:00:00,25.390,864.0,,,,,,
219,01/10/21 14:00:00,26.245,992.0,,,,,,
220,01/10/21 15:00:00,30.808,1536.0,,,,,,
221,01/10/21 16:00:00,34.590,864.0,,,,,,
222,01/10/21 17:00:00,25.174,114.0,,,,,,
223,01/10/21 18:00:00,24.093,0.0,,,,,,
224,01/10/21 19:00:00,23.655,0.0,,,,,,
225,01/10/21 20:00:00,23.216,0.0,,,,,,
226,01/10/21 21:00:00,23.436,0.0,,,,,,
227,01/10/21 22:00:00,23.655,0.0,,,,,,
228,01/10/21 23:00:00,25.819,0.0,,,,,,
229,01/11/21 00:00:00,26.458,0.0,,,,,,
230,01/11/21 01:00:00,28.346,0.0,,,,,,
231,01/11/21 02:00:00,28.555,0.0,,,,,,
232,01/11/21 03:00:00,29.586,0.0,,,,,,
233,01/11/21 04:00:00,30.403,0.0,,,,,,
234,01/11/21 05:00:00,31.213,0.0,,,,,,
235,01/11/21 06:00:00,31.415,0.0,,,,,,
236,01/11/21 07:00:00,31.816,0.0,,,,,,
237,01/11/21 08:00:00,32.218,0.0,,,,,,
238,01/11/21 09:00:00,32.218,17.0,,,,,,
239,01/11/21 10:00:00,32.018,88.0,,,,,,
240,01/11/21 11:00:00,32.418,224.0,,,,,,
241,01/11/21 12:00:00,32.815,240.0,,,,,,
242,01/11/21 13:00:00,33.013,256.0,,,,,,
243,01/11/21 14:00:00,32.815,168.0,,,,,,
244,01/11/21 15:00:00,32.617,176.0,,,,,,
245,01/11/21 16:00:00,32.617,97.0,,,,,,
246,01/11/21 17:00:00,32.218,32.0,,,,,,
247,01/11/21 18:00:00,32.018,0.0,,,,,,
248,01/11/21 19:00:00,32.018,0.0,,,,,,
249,01/11/21 20:00:00,31.816,0.0,,,,,,
250,01/11/21 21:00:00,31.617,0.0,,,,,,
251,01/11/21 22:00:00,31.816,0.0,,,,,,
252,01/11/21 23:00:00,32.218,0.0,,,,,,
253,01/12/21 00:00:00,32.018,0.0,,,,,,
254,01/12/21 01:00:00,31.816,0.0,,,,,,
255,01/12/21 02:00:00,31.617,0.0,,,,,,
256,01/12/21 03:00:00,31.213,0.0,,,,,,
257,01/12/21 04:00:00,31.012,0.0,,,,,,
258,01/12/21 05:00:00,31.617,0.0,,,,,,
259,01/12/21 06:00:00,31.415,0.0,,,,,,
260,01/12/21 07:00:00,31.213,0.0,,,,,,
261,01/12/21 08:00:00,31.012,0.0,,,,,,
262,01/12/21 09:00:00,30.403,15.0,,,,,,
263,01/12/21 10:00:00,30.403,96.0,,,,,,
264,01/12/21 11:00:00,31.012,416.0,,,,,,
265,01/12/21 12:00:00,31.213,496.0,,,,,,
266,01/12/21 13:00:00,35.175,1536.0,,,,,,
267,01/12/21 14:00:00,38.818,1664.0,,,,,,
268,01/12/21 15:00:00,40.696,1216.0,,,,,,
269,01/12/21 16:00:00,42.915,496.0,,,,,,
270,01/12/21 17:00:00,33.411,136.0,,,,,,
271,01/12/21 18:00:00,28.139,0.0,,,,,,
272,01/12/21 19:00:00,26.668,0.0,,,,,,
273,01/12/21 20:00:00,25.390,0.0,,,,,,
274,01/12/21 21:00:00,30.607,0.0,,,,,,
275,01/12/21 22:00:00,30.607,0.0,,,,,,
276,01/12/21 23:00:00,30.808,0.0,,,,,,
277,01/13/21 00:00:00,29.995,0.0,,,,,,
278,01/13/21 01:00:00,30.198,0.0,,,,,,
279,01/13/21 02:00:00,29.995,0.0,,,,,,
280,01/13/21 03:00:00,29.586,0.0,,,,,,
281,01/13/21 04:00:00,29.790,0.0,,,,,,
282,01/13/21 05:00:00,29.379,0.0,,,,,,
283,01/13/21 06:00:00,29.379,0.0,,,,,,
284,01/13/21 07:00:00,28.762,0.0,,,,,,
285,01/13/21 08:00:00,27.930,0.0,,,,,,
286,01/13/21 09:00:00,28.346,43.0,,,,,,
287,01/13/21 10:00:00,29.790,400.0,,,,,,
288,01/13/21 11:00:00,34.981,1280.0,,,,,,
289,01/13/21 12:00:00,44.742,2688.0,,,,,,
290,01/13/21 13:00:00,42.179,1984.0,,,,,,
291,01/13/21 14:00:00,41.067,1664.0,,,,,,
292,01/13/21 15:00:00,37.107,512.0,,,,,,
293,01/13/21 16:00:00,41.254,416.0,,,,,,
294,01/13/21 17:00:00,32.418,160.0,,,,,,
295,01/13/21 18:00:00,27.930,0.0,,,,,,
296,01/13/21 19:00:00,26.458,0.0,,,,,,
297,01/13/21 20:00:00,24.093,0.0,,,,,,
298,01/13/21 21:00:00,22.330,0.0,,,,,,
299,01/13/21 22:00:00,21.659,0.0,,,,,,
300,01/13/21 23:00:00,21.884,0.0,,,,,,
301,01/14/21 00:00:00,21.209,0.0,,,,,,
302,01/14/21 01:00:00,20.757,0.0,,,,,,
303,01/14/21 02:00:00,21.884,0.0,,,,,,
304,01/14/21 03:00:00,21.884,0.0,,,,,,
305,01/14/21 04:00:00,23.216,0.0,,,,,,
306,01/14/21 05:00:00,23.216,0.0,,,,,,
307,01/14/21 06:00:00,23.216,0.0,,,,,,
308,01/14/21 07:00:00,23.655,0.0,,,,,,
309,01/14/21 08:00:00,23.875,0.0,,,,,,
310,01/14/21 09:00:00,23.875,28.0,,,,,,
311,01/14/21 10:00:00,26.031,184.0,,,,,,
312,01/14/21 11:00:00,29.995,352.0,,,,,,
313,01/14/21 12:00:00,34.394,480.0,,,,,,
314,01/14/21 13:00:00,36.531,272.0,,,,,,
315,01/14/21 14:00:00,36.914,480.0,,,,,,
316,01/14/21 15:00:00,36.531,464.0,,,,,,
317,01/14/21 16:00:00,36.338,272.0,,,,,,
318,01/14/21 17:00:00,35.370,58.0,,,,,,
319,01/14/21 18:00:00,34.786,0.0,,,,,,
320,01/14/21 19:00:00,35.370,0.0,,,,,,
321,01/14/21 20:00:00,35.370,0.0,,,,,,
322,01/14/21 21:00:00,35.564,0.0,,,,,,
323,01/14/21 22:00:00,34.786,0.0,,,,,,
324,01/14/21 23:00:00,34.198,0.0,,,,,,
325,01/15/21 00:00:00,34.590,0.0,,,,,,
326,01/15/21 01:00:00,34.590,0.0,,,,,,
327,01/15/21 02:00:00,34.590,0.0,,,,,,
328,01/15/21 03:00:00,34.590,0.0,,,,,,
329,01/15/21 04:00:00,34.786,0.0,,,,,,
330,01/15/21 05:00:00,34.786,0.0,,,,,,
331,01/15/21 06:00:00,34.981,0.0,,,,,,
332,01/15/21 07:00:00,34.786,0.0,,,,,,
333,01/15/21 08:00:00,34.981,0.0,,,,,,
334,01/15/21 09:00:00,35.951,4.0,,,,,,
335,01/15/21 10:00:00,36.145,37.0,,,,,,
336,01/15/21 11:00:00,36.145,119.0,,,,,,
337,01/15/21 12:00:00,36.723,96.0,,,,,,
338,01/15/21 13:00:00,36.338,124.0,,,,,,
339,01/15/21 14:00:00,36.338,83.0,,,,,,
340,01/15/21 15:00:00,35.951,68.0,,,,,,
341,01/15/21 16:00:00,34.981,30.0,,,,,,
342,01/15/21 17:00:00,34.590,8.0,,,,,,
343,01/15/21 18:00:00,34.394,0.0,,,,,,
344,01/15/21 19:00:00,34.590,0.0,,,,,,
345,01/15/21 20:00:00,34.590,0.0,,,,,,
346,01/15/21 21:00:00,34.002,0.0,,,,,,
347,01/15/21 22:00:00,34.002,0.0,,,,,,
348,01/15/21 23:00:00,34.002,0.0,,,,,,
349,01/16/21 00:00:00,33.411,0.0,,,,,,
350,01/16/21 01:00:00,32.815,0.0,,,,,,
351,01/16/21 02:00:00,32.418,0.0,,,,,,
352,01/16/21 03:00:00,31.816,0.0,,,,,,
353,01/16/21 04:00:00,31.816,0.0,,,,,,
354,01/16/21 05:00:00,31.816,0.0,,,,,,
355,01/16/21 06:00:00,31.213,0.0,,,,,,
356,01/16/21 07:00:00,30.607,0.0,,,,,,
357,01/16/21 08:00:00,30.198,0.0,,,,,,
358,01/16/21 09:00:00,28.969,10.0,,,,,,
359,01/16/21 10:00:00,28.969,152.0,,,,,,
360,01/16/21 11:00:00,29.379,272.0,,,,,,
361,01/16/21 12:00:00,29.174,184.0,,,,,,
362,01/16/21 13:00:00,29.379,272.0,,,,,,
363,01/16/21 14:00:00,29.790,216.0,,,,,,
364,01/16/21 15:00:00,29.995,256.0,,,,,,
365,01/16/21 16:00:00,29.586,144.0,,,,,,
366,01/16/21 17:00:00,29.790,74.0,,,,,,
367,01/16/21 18:00:00,28.969,0.0,,,,,,
368,01/16/21 19:00:00,28.555,0.0,,,,,,
369,01/16/21 20:00:00,28.969,0.0,,,,,,
370,01/16/21 21:00:00,28.555,0.0,,,,,,
371,01/16/21 22:00:00,28.555,0.0,,,,,,
372,01/16/21 23:00:00,28.346,0.0,,,,,,
373,01/17/21 00:00:00,28.555,0.0,,,,,,
374,01/17/21 01:00:00,28.139,0.0,,,,,,
375,01/17/21 02:00:00,27.721,0.0,,,,,,
376,01/17/21 03:00:00,27.091,0.0,,,,,,
377,01/17/21 04:00:00,27.302,0.0,,,,,,
378,01/17/21 05:00:00,27.091,0.0,,,,,,
379,01/17/21 06:00:00,26.245,0.0,,,,,,
380,01/17/21 07:00:00,25.819,0.0,,,,,,
381,01/17/21 08:00:00,25.605,0.0,,,,,,
382,01/17/21 09:00:00,25.605,81.0,,,,,,
383,01/17/21 10:00:00,26.668,192.0,,,,,,
384,01/17/21 11:00:00,27.091,304.0,,,,,,
385,01/17/21 12:00:00,27.930,448.0,,,,,,
386,01/17/21 13:00:00,28.346,320.0,,,,,,
387,01/17/21 14:00:00,28.762,464.0,,,,,,
388,01/17/21 15:00:00,28.762,400.0,,,,,,
389,01/17/21 16:00:00,28.139,200.0,,,,,,
390,01/17/21 17:00:00,27.091,80.0,,,,,,
391,01/17/21 18:00:00,26.458,1.0,,,,,,
392,01/17/21 19:00:00,26.031,0.0,,,,,,
393,01/17/21 20:00:00,26.031,0.0,,,,,,
394,01/17/21 21:00:00,25.819,0.0,,,,,,
395,01/17/21 22:00:00,25.819,0.0,,,,,,
396,01/17/21 23:00:00,25.605,0.0,,,,,,
397,01/18/21 00:00:00,25.605,0.0,,,,,,
398,01/18/21 01:00:00,26.458,0.0,,,,,,
399,01/18/21 02:00:00,26.458,0.0,,,,,,
400,01/18/21 03:00:00,25.174,0.0,,,,,,
401,01/18/21 04:00:00,24.744,0.0,,,,,,
402,01/18/21 05:00:00,24.744,0.0,,,,,,
403,01/18/21 06:00:00,24.310,0.0,,,,,,
404,01/18/21 07:00:00,24.093,0.0,,,,,,
405,01/18/21 08:00:00,23.875,0.0,,,,,,
406,01/18/21 09:00:00,23.655,7.0,,,,,,
407,01/18/21 10:00:00,24.093,113.0,,,,,,
408,01/18/21 11:00:00,24.960,304.0,,,,,,
409,01/18/21 12:00:00,25.819,416.0,,,,,,
410,01/18/21 13:00:00,26.031,512.0,,,,,,
411,01/18/21 14:00:00,27.930,704.0,,,,,,
412,01/18/21 15:00:00,26.668,480.0,,,,,,
413,01/18/21 16:00:00,24.310,336.0,,,,,,
414,01/18/21 17:00:00,22.552,67.0,,,,,,
415,01/18/21 18:00:00,20.984,1.0,,,,,,
416,01/18/21 19:00:00,19.612,0.0,,,,,,
417,01/18/21 20:00:00,18.451,0.0,,,,,,
418,01/18/21 21:00:00,17.748,0.0,,,,,,
419,01/18/21 22:00:00,17.272,0.0,,,,,,
420,01/18/21 23:00:00,17.035,0.0,,,,,,
421,01/19/21 00:00:00,16.317,0.0,,,,,,
422,01/19/21 01:00:00,15.832,0.0,,,,,,
423,01/19/21 02:00:00,15.346,0.0,,,,,,
424,01/19/21 03:00:00,14.855,0.0,,,,,,
425,01/19/21 04:00:00,14.113,0.0,,,,,,
426,01/19/21 05:00:00,13.615,0.0,,,,,,
427,01/19/21 06:00:00,12.607,0.0,,,,,,
428,01/19/21 07:00:00,12.351,0.0,,,,,,
429,01/19/21 08:00:00,12.351,0.0,,,,,,
430,01/19/21 09:00:00,12.096,11.0,,,,,,
431,01/19/21 10:00:00,12.351,104.0,,,,,,
432,01/19/21 11:00:00,12.859,192.0,,,,,,
433,01/19/21 12:00:00,12.859,216.0,,,,,,
434,01/19/21 13:00:00,14.362,496.0,,,,,,
435,01/19/21 14:00:00,14.362,336.0,,,,,,
436,01/19/21 15:00:00,14.608,432.0,,,,,,
437,01/19/21 16:00:00,14.362,248.0,,,,,,
438,01/19/21 17:00:00,13.615,114.0,,,,,,
439,01/19/21 18:00:00,12.607,4.0,,,,,,
440,01/19/21 19:00:00,12.096,0.0,,,,,,
441,01/19/21 20:00:00,11.581,0.0,,,,,,
442,01/19/21 21:00:00,10.540,0.0,,,,,,
443,01/19/21 22:00:00,11.064,0.0,,,,,,
444,01/19/21 23:00:00,10.803,0.0,,,,,,
445,01/20/21 00:00:00,10.803,0.0,,,,,,
446,01/20/21 01:00:00,11.064,0.0,,,,,,
447,01/20/21 02:00:00,8.679,0.0,,,,,,
448,01/20/21 03:00:00,8.679,0.0,,,,,,
449,01/20/21 04:00:00,5.634,0.0,,,,,,
450,01/20/21 05:00:00,5.634,0.0,,,,,,
451,01/20/21 06:00:00,7.038,0.0,,,,,,
452,01/20/21 07:00:00,5.634,0.0,,,,,,
453,01/20/21 08:00:00,6.199,0.0,,,,,,
454,01/20/21 09:00:00,9.216,24.0,,,,,,
455,01/20/21 10:00:00,13.365,224.0,,,,,,
456,01/20/21 11:00:00,17.748,496.0,,,,,,
457,01/20/21 12:00:00,20.302,496.0,,,,,,
458,01/20/21 13:00:00,22.552,496.0,,,,,,
459,01/20/21 14:00:00,26.668,1152.0,,,,,,
460,01/20/21 15:00:00,31.415,1408.0,,,,,,
461,01/20/21 16:00:00,29.174,200.0,,,,,,
462,01/20/21 17:00:00,31.816,248.0,,,,,,
463,01/20/21 18:00:00,32.418,5.0,,,,,,
464,01/20/21 19:00:00,34.002,0.0,,,,,,
465,01/20/21 20:00:00,36.531,0.0,,,,,,
466,01/20/21 21:00:00,37.488,0.0,,,,,,
467,01/20/21 22:00:00,37.107,0.0,,,,,,
468,01/20/21 23:00:00,36.723,0.0,,,,,,
469,01/21/21 00:00:00,36.338,0.0,,,,,,
470,01/21/21 01:00:00,35.951,0.0,,,,,,
471,01/21/21 02:00:00,36.145,0.0,,,,,,
472,01/21/21 03:00:00,35.564,0.0,,,,,,
473,01/21/21 04:00:00,35.370,0.0,,,,,,
474,01/21/21 05:00:00,34.394,0.0,,,,,,
475,01/21/21 06:00:00,33.607,0.0,,,,,,
476,01/21/21 07:00:00,32.218,0.0,,,,,,
477,01/21/21 08:00:00,32.617,0.0,,,,,,
478,01/21/21 09:00:00,32.617,33.0,,,,,,
479,01/21/21 10:00:00,33.213,168.0,,,,,,
480,01/21/21 11:00:00,34.590,272.0,,,,,,
481,01/21/21 12:00:00,31.617,128.0,,,,,,
482,01/21/21 13:00:00,29.995,2048.0,,,,,,
